Student_ID,Gender,Age,Department,CGPA,Tenth_Percentage,Twelfth_Percentage,Degree_Percentage,Projects,Internships,Certifications,Coding_Skill,Communication,Aptitude,English,Leadership,Teamwork,Hackathons,Backlogs,Placement
594,Female,23,CIVIL,6.22,63,83,85,2,1,3,4,4,87,1,6,10,0,5,No
595,Male,23,EEE,8.49,65,58,61,2,3,2,1,2,72,6,10,7,1,5,No
596,Female,21,CSE,6.02,80,86,74,5,1,6,2,8,95,7,5,8,2,0,Yes
597,Male,20,CSE,6.04,96,97,87,1,0,7,5,2,90,10,3,7,3,5,No
598,Female,22,MECH,6.05,75,59,89,1,3,0,7,9,92,9,9,8,0,4,Yes
599,Male,21,CIVIL,9.45,66,93,66,0,3,5,2,1,48,10,4,3,0,4,No
600,Female,20,CSE,9.81,87,74,78,4,1,6,1,4,59,1,9,5,5,4,No
601,Female,21,MECH,7.66,75,88,77,4,1,1,1,4,42,4,3,5,1,1,No
602,Male,24,ECE,6.72,94,82,59,4,2,4,7,3,65,8,2,5,5,3,Yes
603,Male,24,IT,5.81,72,95,67,5,2,8,10,3,66,3,6,7,3,0,Yes
604,Male,20,ECE,6.05,62,98,90,3,0,5,2,6,98,6,5,3,1,2,No
605,Male,20,EEE,9.81,69,79,61,6,0,2,9,5,77,8,2,9,2,5,Yes
606,Female,24,ECE,8.17,58,65,75,6,3,2,6,9,75,10,7,8,4,1,Yes
607,Female,20,CIVIL,7.76,64,97,63,1,3,4,1,6,85,4,10,7,5,3,No
608,Male,23,ECE,9.01,87,73,72,3,1,4,2,5,66,6,2,2,0,5,No
609,Male,20,IT,8.03,60,73,90,3,0,6,9,3,70,8,9,9,5,0,Yes
610,Female,20,MECH,6.34,55,82,89,5,2,3,9,10,42,10,8,3,5,4,Yes
611,Male,21,CSE,7.12,63,87,77,0,3,7,7,3,63,2,6,4,4,0,Yes
612,Female,22,EEE,6.79,68,55,95,4,3,3,5,9,92,1,8,10,3,0,Yes
613,Female,20,MECH,7.53,74,77,61,0,2,2,7,6,40,2,7,8,1,0,Yes
614,Male,23,CSE,9.52,55,64,71,1,3,6,6,5,63,7,3,9,2,0,Yes
615,Female,25,EEE,6.21,77,82,55,2,1,1,4,5,42,3,7,7,5,2,No
616,Male,21,CIVIL,6.38,85,97,72,0,3,7,9,8,91,3,6,7,4,5,Yes
617,Female,21,CSE,9.71,56,63,64,2,0,3,1,6,67,10,1,7,3,2,Yes
618,Female,23,CSE,8.85,70,94,64,5,1,3,5,2,95,5,4,7,1,3,Yes
619,Male,25,CIVIL,7.71,66,67,92,5,1,3,2,3,65,1,5,4,1,3,No
620,Male,24,IT,5.9,58,79,81,4,2,3,4,6,67,8,1,9,3,5,No
621,Male,22,CSE,6.68,72,77,81,1,2,0,3,1,40,1,6,4,2,3,No
622,Female,24,CSE,7.4,71,86,78,2,2,1,2,1,83,9,3,6,2,5,No
623,Female,25,MECH,7.83,78,70,72,1,3,1,2,3,80,10,2,1,4,5,No
624,Male,21,CIVIL,7.46,61,59,89,4,2,4,8,4,74,3,1,3,1,3,Yes
625,Female,24,ECE,9.44,83,95,62,3,0,7,7,9,99,9,1,3,4,2,Yes
626,Male,22,CSE,9.71,58,99,67,5,3,7,9,9,44,3,8,9,3,4,Yes
627,Female,23,MECH,6.69,66,55,65,4,1,0,9,8,72,9,5,5,1,2,Yes
628,Female,24,CSE,6.25,57,89,70,2,0,2,5,3,57,1,4,4,4,0,No
629,Male,25,ECE,8.28,78,75,60,5,2,2,7,10,58,6,1,1,2,1,Yes
630,Female,21,ECE,9.78,89,97,92,0,3,4,10,9,53,8,4,6,2,1,Yes
631,Female,21,EEE,6.52,82,78,64,3,0,7,3,8,51,3,4,10,3,5,No
632,Male,25,ECE,5.59,65,66,80,5,1,1,3,2,67,4,8,7,0,5,No
633,Male,25,CSE,8.15,79,79,56,0,0,0,3,4,89,2,5,3,5,4,No
634,Male,20,CSE,7.89,76,60,67,1,3,7,3,5,61,8,3,4,0,4,No
635,Female,25,MECH,6.04,57,61,89,2,0,8,7,3,40,4,1,4,3,3,No
636,Male,22,CIVIL,6.76,98,79,62,3,1,1,4,2,58,6,2,10,2,0,Yes
637,Female,20,CSE,8.16,66,82,88,2,1,6,3,5,79,5,6,2,2,3,No
638,Female,22,CIVIL,9.01,55,64,64,2,1,6,8,8,92,2,2,10,3,5,Yes
639,Female,21,CSE,6.92,63,66,79,2,2,7,7,8,84,7,10,6,1,5,Yes
640,Male,23,EEE,7.92,89,89,86,4,1,6,2,10,85,7,9,10,5,5,Yes
641,Male,25,CSE,6.53,55,68,56,2,3,2,2,1,98,6,6,3,2,3,No
642,Male,24,EEE,6.57,69,58,63,0,1,6,1,7,63,1,2,10,0,3,No
643,Male,20,IT,7.11,60,70,59,0,3,2,3,8,87,3,9,5,3,3,No
644,Female,23,CIVIL,8.56,73,62,64,0,0,2,9,3,40,7,7,8,4,5,No
645,Female,24,MECH,6.85,69,82,65,2,0,8,7,3,87,4,7,10,0,1,Yes
646,Female,21,CIVIL,9.79,93,59,84,3,2,6,7,3,43,6,7,4,2,0,Yes
647,Male,20,ECE,8.15,76,56,70,2,1,8,2,2,53,10,1,5,1,4,No
648,Male,25,CSE,6.56,60,91,91,0,3,0,1,6,45,5,1,6,2,3,No
649,Male,22,EEE,8.69,63,99,61,2,3,8,2,9,91,3,1,10,3,3,Yes
650,Male,22,IT,6.17,84,60,95,0,1,3,3,3,72,9,10,9,2,3,No
651,Male,22,ECE,7.09,82,57,79,1,1,1,3,10,80,8,2,1,1,2,No
652,Male,23,CSE,7.5,65,73,65,0,2,5,6,2,44,3,8,5,3,2,No
653,Female,25,IT,9.64,91,86,57,2,2,6,7,10,98,3,8,6,4,4,Yes
654,Female,22,CSE,8.5,87,83,71,5,0,0,4,9,40,3,2,5,3,1,Yes
655,Female,20,IT,7.21,84,97,60,2,3,7,9,8,46,2,3,2,3,3,Yes
656,Male,23,ECE,5.78,76,93,86,1,3,1,5,8,42,9,3,8,1,5,No
657,Male,22,MECH,5.64,93,79,58,6,2,6,8,4,43,4,1,7,2,2,Yes
658,Male,20,IT,5.8,80,60,74,6,3,6,9,4,82,5,3,1,0,3,Yes
659,Female,22,IT,6.37,81,85,85,4,1,6,6,10,64,1,9,10,1,0,Yes
660,Male,22,CIVIL,9.84,75,55,64,3,1,7,6,2,90,7,5,9,5,0,Yes
661,Female,21,CIVIL,7.48,92,61,57,1,1,6,9,3,78,7,4,6,1,1,Yes
662,Male,22,ECE,5.57,74,87,62,5,3,7,7,7,62,6,9,7,4,2,Yes
663,Male,21,EEE,7.38,66,90,93,1,3,6,5,7,80,5,10,2,0,0,Yes
664,Male,25,CSE,8.21,81,61,86,5,0,7,9,10,91,1,5,7,1,1,Yes
665,Female,24,EEE,6.0,85,62,77,6,3,6,7,1,100,6,4,9,2,2,Yes
666,Female,22,EEE,8.46,55,81,57,0,0,2,6,9,92,10,6,6,1,4,Yes
667,Female,21,MECH,9.78,67,94,80,6,0,6,3,7,86,3,7,6,4,1,Yes
668,Female,21,CSE,8.62,63,87,62,5,3,4,9,3,100,6,4,2,0,0,Yes
669,Female,20,CIVIL,8.89,64,56,94,5,0,6,1,3,69,6,3,4,5,1,Yes
670,Female,21,MECH,9.2,79,71,58,2,0,2,1,10,95,2,2,8,4,0,Yes
671,Male,21,ECE,6.65,66,60,59,3,2,3,7,2,71,1,7,2,3,5,No
672,Male,21,CIVIL,7.35,75,95,83,6,1,2,5,1,97,3,10,10,0,0,Yes
673,Female,22,EEE,9.88,93,89,55,1,2,1,4,10,41,9,1,9,4,1,Yes
674,Male,22,CSE,9.45,56,75,63,1,0,2,5,5,70,4,2,6,5,4,No
675,Female,23,CIVIL,9.06,82,87,80,1,2,2,4,5,65,2,10,10,2,1,Yes
676,Male,25,EEE,7.41,83,82,93,5,2,5,10,2,78,7,7,4,4,2,Yes
677,Female,25,CSE,7.48,57,87,71,4,3,4,10,9,62,7,1,2,1,2,Yes
678,Female,21,ECE,6.58,68,97,78,2,1,5,2,1,60,1,6,4,3,4,No
679,Female,21,MECH,5.79,73,93,68,4,1,1,9,5,85,10,2,10,5,3,Yes
680,Female,22,ECE,6.37,58,86,86,0,2,6,2,2,68,3,10,6,4,3,No
681,Male,24,CSE,6.75,96,91,55,3,2,2,7,1,97,9,9,1,2,5,No
682,Male,20,EEE,5.92,81,74,72,2,2,6,2,9,89,6,8,10,0,3,Yes
683,Female,25,EEE,7.67,96,62,78,4,0,0,4,1,92,1,3,2,2,5,No
684,Female,21,IT,5.89,78,89,55,5,0,4,1,2,43,5,2,5,2,5,No
685,Female,22,CIVIL,6.25,63,92,84,0,1,5,3,10,96,7,8,2,4,4,No
686,Male,24,EEE,8.41,72,75,85,1,0,4,5,2,62,9,4,4,5,0,Yes
687,Male,23,CSE,6.43,97,68,84,6,3,3,8,2,61,4,10,9,4,2,Yes
688,Female,25,EEE,8.38,87,61,63,1,2,6,8,10,72,4,7,4,0,2,Yes
689,Female,21,CIVIL,6.85,91,96,61,1,3,1,2,4,41,8,3,5,0,3,No
690,Female,22,ECE,6.02,90,60,77,3,1,2,7,9,67,9,6,1,3,2,Yes
691,Female,20,CSE,8.35,82,67,73,1,3,2,10,5,73,10,8,9,3,0,Yes
692,Male,25,IT,9.72,69,62,58,0,2,3,2,9,46,5,4,10,5,5,No
693,Female,23,EEE,5.95,99,72,86,1,1,3,6,5,85,10,5,1,0,1,No
694,Female,25,ECE,9.25,99,70,65,2,0,2,3,6,97,8,3,1,5,3,No
695,Female,22,CSE,6.28,71,59,65,5,0,5,8,10,40,8,4,8,0,0,Yes
696,Male,24,CIVIL,9.86,69,88,87,1,1,1,2,5,91,6,8,8,5,2,Yes
697,Female,25,EEE,6.62,84,55,77,2,2,8,10,8,47,5,9,1,1,3,Yes
698,Male,25,IT,7.07,56,70,91,5,3,5,4,2,52,7,2,5,5,5,No
699,Female,24,IT,6.67,98,77,76,3,3,4,5,4,42,10,9,6,4,0,Yes
700,Female,23,MECH,9.76,77,73,62,0,3,2,8,3,73,5,10,9,5,1,Yes
701,Female,23,ECE,5.78,73,55,84,0,1,4,10,2,43,8,5,1,3,2,No
702,Male,20,ECE,6.11,73,87,90,1,0,4,3,4,67,10,2,5,1,0,No
703,Female,22,IT,9.07,95,79,82,3,0,4,5,10,59,3,10,7,5,2,Yes
704,Male,25,IT,6.6,81,90,67,2,2,1,5,10,99,8,9,3,3,3,Yes
705,Male,21,MECH,7.44,75,87,77,3,2,6,8,7,66,8,1,9,0,3,Yes
706,Male,21,MECH,9.49,70,92,87,2,1,8,10,5,43,7,3,7,5,0,Yes
707,Female,24,EEE,9.19,60,58,72,6,0,5,10,2,92,5,10,8,5,2,Yes
708,Male,20,CIVIL,8.07,87,58,68,4,1,8,8,3,54,3,5,5,5,0,Yes
709,Female,24,CIVIL,6.38,59,55,64,4,0,8,2,4,53,2,8,1,4,3,No
710,Female,20,CSE,6.82,85,66,70,6,2,7,10,2,67,3,1,3,1,5,Yes
711,Male,21,MECH,8.76,89,67,85,3,2,4,2,10,71,6,5,7,3,5,Yes
712,Male,23,EEE,9.08,64,56,73,3,0,6,1,10,59,1,10,8,0,2,Yes
713,Male,23,CIVIL,7.52,55,65,77,4,1,5,9,7,72,2,3,3,2,5,No
714,Female,23,CIVIL,9.28,63,72,74,3,0,7,7,8,78,3,10,9,5,4,Yes
715,Female,21,CIVIL,6.93,92,77,92,4,3,1,1,1,94,3,4,2,5,0,Yes
716,Female,25,EEE,6.92,69,70,61,1,3,6,2,1,79,5,2,1,5,0,Yes
717,Female,22,MECH,8.28,56,66,75,0,3,6,3,10,75,4,4,5,3,3,Yes
718,Female,21,IT,8.77,82,88,67,0,0,1,4,1,91,3,1,6,3,4,No
719,Male,22,IT,8.5,96,88,86,1,1,7,9,6,62,10,9,3,0,3,Yes
720,Female,25,EEE,9.35,91,60,63,6,2,1,2,8,54,1,10,9,2,0,Yes
721,Male,22,ECE,7.22,77,59,65,2,0,8,10,4,94,9,10,9,2,3,Yes
722,Male,24,CIVIL,9.42,92,85,71,5,0,0,6,7,56,4,6,1,1,1,Yes
723,Female,25,CSE,6.54,59,91,94,5,0,5,2,7,78,10,2,9,3,1,Yes
724,Female,25,CSE,5.96,86,87,69,5,2,6,8,5,90,4,1,1,0,1,Yes
725,Female,25,CIVIL,8.75,90,85,58,3,3,2,7,7,75,3,2,8,0,4,Yes
726,Female,22,IT,7.01,58,70,69,0,0,3,7,9,76,1,1,4,0,0,Yes
727,Male,21,EEE,6.29,57,75,77,4,1,4,3,10,65,8,2,2,0,2,Yes
728,Male,23,CIVIL,8.73,77,69,83,5,2,5,9,5,95,4,9,5,2,5,Yes
729,Male,20,ECE,9.46,94,86,72,0,1,2,9,4,59,9,4,2,2,5,No
730,Male,20,IT,8.57,96,84,62,0,3,0,5,5,77,7,5,2,0,2,Yes
731,Female,23,CSE,9.3,79,83,57,1,1,6,3,7,74,1,5,1,4,2,Yes
732,Male,24,ECE,9.56,71,92,68,6,0,5,10,7,95,7,1,2,4,3,Yes
733,Female,24,EEE,7.36,91,88,71,1,3,7,4,3,98,1,5,5,0,1,Yes
734,Female,22,MECH,7.24,94,72,78,2,2,0,2,5,76,6,5,3,3,3,No
735,Male,23,CSE,7.55,77,85,95,6,1,6,1,10,100,2,5,10,4,2,Yes
736,Male,23,IT,6.64,72,71,86,1,1,2,3,10,81,1,4,2,5,0,No
737,Male,25,MECH,9.29,92,75,57,4,1,0,5,5,41,6,9,1,4,1,Yes
738,Female,20,CSE,7.73,62,87,59,1,1,5,10,6,93,7,2,7,2,1,Yes
739,Male,22,MECH,8.97,76,81,78,3,2,0,3,6,42,5,3,10,0,0,Yes
740,Male,22,MECH,8.65,87,92,77,1,3,0,3,7,88,2,2,4,4,4,No
741,Female,24,CIVIL,6.03,88,58,93,3,3,5,5,4,93,10,5,4,2,1,Yes
742,Female,21,EEE,6.89,62,99,70,3,3,5,2,6,75,9,2,6,5,3,Yes
743,Male,23,EEE,6.51,63,89,70,6,3,2,10,5,90,5,6,6,0,0,Yes
744,Female,23,MECH,9.83,91,86,95,6,1,2,8,1,50,2,7,5,4,5,No
745,Female,25,CSE,6.06,57,82,56,5,1,1,3,9,95,9,7,7,2,1,Yes
746,Female,25,MECH,6.56,73,62,76,6,2,1,1,2,87,6,8,7,5,3,No
747,Female,22,EEE,8.58,66,92,87,0,1,0,10,10,63,8,7,6,3,1,Yes
748,Female,20,IT,6.81,76,58,91,4,3,4,6,7,60,3,3,1,5,5,No
749,Male,23,MECH,6.72,94,75,61,2,2,2,2,5,57,8,8,4,1,2,No
750,Female,24,CSE,9.57,97,72,64,0,1,8,9,3,41,10,1,9,4,1,Yes
751,Male,23,CSE,7.13,73,91,82,5,3,8,3,8,58,2,2,8,3,3,Yes
752,Female,20,IT,9.87,97,62,77,6,0,3,2,6,50,9,6,5,3,5,No
753,Male,25,CIVIL,6.89,57,82,61,5,2,3,9,1,100,1,4,3,4,3,Yes
754,Male,25,IT,6.67,64,86,66,5,3,4,3,4,80,2,9,4,0,3,Yes
755,Male,23,MECH,8.19,66,57,81,5,2,6,10,4,80,6,8,9,5,1,Yes
756,Female,21,ECE,8.44,86,95,80,4,2,8,8,5,46,4,2,5,3,3,Yes
757,Female,21,CIVIL,7.37,66,84,75,5,0,5,7,3,89,8,8,10,3,5,Yes
758,Male,20,ECE,6.68,68,81,58,4,2,4,6,7,65,8,7,7,2,0,Yes
759,Female,23,CIVIL,6.46,95,57,74,3,3,3,10,3,74,4,2,10,4,2,Yes
760,Male,24,MECH,5.59,56,79,60,6,2,5,9,2,81,1,9,4,2,4,No
761,Male,21,MECH,7.24,69,73,65,2,2,6,4,9,86,4,1,1,0,4,No
762,Male,24,EEE,8.98,57,65,73,2,0,3,4,1,57,2,7,7,1,5,No
763,Female,20,CSE,5.83,81,56,55,5,1,1,10,7,52,10,5,6,3,4,Yes
764,Male,22,ECE,7.52,61,71,91,3,3,4,7,2,54,7,9,5,3,2,Yes
765,Male,23,CSE,9.87,80,78,89,5,0,7,4,10,41,7,4,8,2,3,Yes
766,Male,25,ECE,6.96,95,60,61,4,1,3,8,10,55,2,3,7,4,3,Yes
767,Male,20,EEE,6.61,74,76,64,0,2,6,1,5,84,4,9,8,4,3,No
768,Female,25,IT,6.92,85,87,90,6,0,1,7,2,64,3,1,3,4,5,No
769,Male,21,IT,7.43,62,57,82,3,1,8,8,3,87,9,7,7,0,2,Yes
770,Male,23,ECE,8.67,98,72,88,2,2,2,3,5,73,4,10,6,4,4,No
771,Female,23,EEE,6.43,76,63,65,4,3,0,6,7,51,3,8,2,0,2,No
772,Male,21,CIVIL,5.91,84,76,61,0,3,2,2,6,80,9,4,6,5,0,Yes
773,Male,22,ECE,9.11,82,92,74,2,3,4,9,9,81,4,2,10,1,0,Yes
774,Male,22,IT,6.66,61,63,88,4,3,5,10,10,78,5,10,8,1,1,Yes
775,Male,21,IT,5.9,94,64,64,1,3,0,6,2,97,1,3,9,3,3,No
776,Female,22,ECE,7.7,62,70,90,3,3,6,8,6,59,9,6,9,0,4,Yes
777,Male,21,CIVIL,9.17,64,82,90,3,3,4,2,9,97,7,6,3,0,2,Yes
778,Female,25,ECE,8.71,68,94,90,1,3,5,3,1,52,8,6,9,1,0,Yes
779,Female,22,CSE,9.51,71,87,55,4,2,0,5,8,65,1,5,5,5,0,Yes
780,Male,25,EEE,9.89,95,84,86,1,3,8,2,1,63,1,10,3,5,5,No
781,Male,21,CSE,7.35,62,58,83,5,0,5,2,9,57,4,10,1,2,5,No
782,Female,25,IT,9.49,92,78,88,0,3,6,1,2,52,9,3,5,0,1,Yes
783,Female,20,ECE,8.18,99,87,81,1,0,4,5,9,62,2,6,8,4,5,No
784,Male,24,EEE,5.89,60,66,60,1,2,0,3,1,53,6,8,2,5,1,No
785,Female,25,CIVIL,9.65,67,63,74,0,3,4,3,5,48,10,6,7,1,1,Yes
786,Female,21,IT,9.81,71,99,83,2,0,7,6,10,63,6,9,8,5,5,Yes
787,Male,20,MECH,7.2,89,91,68,5,3,5,5,4,61,9,9,5,0,4,Yes
788,Male,22,IT,7.56,57,62,88,5,1,7,3,8,77,6,6,10,3,5,Yes
789,Male,22,CIVIL,5.96,77,55,65,3,3,5,6,2,51,6,5,3,3,4,No
790,Male,20,EEE,9.06,84,92,91,5,3,6,8,4,56,6,10,6,3,5,Yes
791,Female,22,CSE,9.77,69,87,61,3,3,4,10,7,77,1,3,9,1,2,Yes
792,Male,24,IT,6.07,76,58,60,2,1,5,8,7,50,8,1,3,1,1,Yes
793,Female,22,CSE,6.31,68,82,60,5,1,2,9,6,40,8,3,6,0,3,Yes
794,Female,25,IT,9.52,97,79,84,5,1,1,7,3,60,3,7,6,2,5,No
795,Female,24,EEE,7.85,77,86,92,0,1,2,4,6,63,6,9,1,4,4,No
796,Female,20,CIVIL,6.51,86,67,57,1,2,6,2,6,64,3,7,3,2,2,No
797,Female,25,EEE,5.65,81,66,65,3,0,7,2,6,83,2,7,1,1,2,No
798,Male,24,MECH,7.19,84,55,86,5,3,6,1,5,67,5,2,10,3,4,Yes
799,Female,23,CIVIL,6.97,89,78,62,6,1,6,9,7,95,2,3,1,2,5,Yes
800,Female,21,MECH,9.08,84,82,58,3,2,0,2,8,69,6,1,10,5,2,Yes
801,Female,23,ECE,8.47,56,89,72,1,2,5,7,1,68,6,5,1,4,0,Yes
802,Female,25,CSE,7.84,80,70,66,0,0,2,3,8,67,5,6,8,5,4,No
803,Male,25,MECH,8.0,57,59,75,2,0,2,10,2,64,9,2,6,5,5,No
804,Female,23,EEE,5.6,71,96,60,6,3,1,4,10,56,5,10,9,4,1,Yes
805,Male,22,MECH,7.58,82,72,66,2,0,6,3,5,57,1,7,4,0,3,No
806,Male,22,ECE,7.53,95,75,61,1,1,0,6,4,44,10,5,10,3,4,No
807,Female,25,MECH,6.95,79,85,90,0,2,5,6,6,92,8,3,8,5,3,Yes
808,Male,24,CIVIL,6.25,79,71,80,0,0,7,9,6,45,4,9,6,2,2,No
809,Female,23,CIVIL,7.56,64,94,92,1,2,6,7,1,88,5,9,8,1,3,Yes
810,Male,23,MECH,9.67,62,61,80,1,1,1,10,5,51,3,7,9,3,2,Yes
811,Male,23,MECH,6.73,78,95,61,5,2,8,9,9,65,4,7,8,3,2,Yes
812,Female,21,IT,7.26,55,89,76,6,3,2,2,7,77,7,7,7,1,5,Yes
813,Male,24,IT,6.11,94,87,60,4,3,0,6,10,55,3,10,8,5,0,Yes
814,Female,20,CIVIL,8.15,96,79,90,4,1,2,8,6,86,4,3,8,5,1,Yes
815,Female,21,ECE,5.79,56,68,91,3,3,3,10,8,55,3,8,9,5,0,Yes
816,Female,21,IT,7.53,59,55,57,5,3,8,8,7,44,7,5,9,0,5,Yes
817,Male,23,EEE,9.14,58,73,80,6,0,5,7,9,80,8,7,2,0,1,Yes
818,Female,24,CSE,8.68,78,81,76,1,1,7,4,5,46,6,2,8,5,3,No
819,Male,22,ECE,6.8,83,76,83,5,2,4,10,1,88,3,3,9,2,0,Yes
820,Male,22,MECH,7.1,73,74,65,4,2,7,8,5,49,3,3,10,2,3,Yes
821,Female,25,IT,5.62,68,92,74,1,0,4,6,9,87,9,7,8,4,1,Yes
822,Female,25,IT,8.08,87,75,88,2,3,7,3,9,70,3,8,7,0,5,Yes
823,Male,22,IT,6.86,69,64,72,4,0,3,6,8,69,10,1,9,1,5,No
824,Male,22,CIVIL,5.64,95,61,76,4,0,4,9,9,94,9,2,1,3,4,Yes
825,Male,21,ECE,9.01,66,99,70,1,3,2,1,10,57,9,5,2,5,1,Yes
826,Male,21,MECH,6.83,68,69,70,4,3,7,2,9,96,1,6,2,1,3,Yes
827,Male,23,CSE,7.59,61,89,92,1,3,4,10,1,77,7,2,8,5,1,Yes
828,Female,20,ECE,8.82,93,72,86,5,1,5,9,8,72,5,5,5,4,1,Yes
829,Female,22,CIVIL,7.97,74,95,83,0,1,7,1,6,97,9,8,8,1,1,Yes
830,Male,23,CIVIL,6.84,83,76,95,5,1,3,2,4,53,5,9,5,2,4,No
831,Female,20,CIVIL,6.82,94,68,91,5,1,5,3,4,89,7,3,3,4,5,No
832,Male,22,MECH,9.82,96,93,81,6,2,3,5,8,99,5,6,3,2,2,Yes
833,Female,25,ECE,7.48,82,91,80,6,3,0,7,1,66,6,3,8,2,0,Yes
834,Male,21,CIVIL,8.65,73,78,56,2,3,6,6,9,75,4,4,10,4,3,Yes
835,Female,20,CSE,6.57,75,85,92,3,0,6,8,4,57,10,10,7,0,0,Yes
836,Male,25,ECE,6.71,78,83,73,0,3,2,2,6,89,7,3,3,4,2,No
837,Male,24,CSE,7.43,75,91,89,6,2,8,9,5,84,1,3,2,5,5,Yes
838,Female,22,EEE,8.79,68,66,75,3,1,7,6,6,52,5,5,10,5,0,Yes
839,Male,20,CIVIL,7.31,80,86,58,6,0,8,6,1,76,7,1,9,2,4,Yes
840,Female,22,MECH,6.97,59,59,91,0,0,8,3,9,94,2,10,8,4,5,No
841,Male,20,CIVIL,7.4,72,84,83,5,1,5,2,3,81,10,6,8,4,5,No
842,Female,20,EEE,8.03,55,94,79,0,0,3,6,7,49,5,4,10,5,2,No
843,Female,25,CIVIL,6.38,91,77,91,1,1,2,4,5,51,2,1,9,4,0,No
844,Male,24,ECE,9.7,75,75,69,5,1,3,5,3,67,5,4,4,2,0,Yes
845,Male,23,CSE,9.17,79,56,83,6,1,6,1,8,68,7,4,4,3,4,Yes
846,Male,20,IT,7.73,92,88,62,1,1,1,8,10,62,6,7,4,1,0,Yes
847,Female,23,ECE,7.74,84,56,55,3,3,6,2,6,63,5,2,7,5,2,Yes
848,Male,25,CSE,8.36,79,85,56,2,2,0,3,4,51,10,1,3,4,1,Yes
849,Male,25,EEE,8.85,58,93,68,6,2,5,10,7,92,3,7,3,1,4,Yes
850,Male,25,CIVIL,6.3,62,65,56,3,1,4,7,6,98,5,10,6,0,0,Yes
851,Female,20,EEE,5.65,64,81,57,4,3,8,3,3,46,1,6,4,0,3,No
852,Male,20,EEE,7.54,81,89,83,1,0,4,8,8,97,5,3,6,5,4,Yes
853,Female,24,CIVIL,8.65,85,86,91,1,1,3,9,3,91,3,4,2,5,0,Yes
854,Female,22,MECH,5.96,69,71,66,5,2,5,8,10,73,9,10,5,1,2,Yes
855,Female,22,CIVIL,6.14,57,79,95,0,1,2,1,3,80,1,4,3,3,2,No
856,Male,24,EEE,7.63,77,67,95,6,3,7,4,8,79,5,9,8,0,5,Yes
857,Female,25,MECH,9.57,76,66,71,2,3,8,8,2,82,6,9,5,0,2,Yes
858,Female,25,CSE,9.74,63,61,69,3,0,1,9,5,48,6,5,8,3,4,Yes
859,Male,24,IT,7.25,87,67,64,6,1,0,4,6,73,10,3,10,4,4,Yes
860,Male,24,ECE,7.87,99,88,65,2,1,1,3,10,54,3,9,10,3,1,Yes
861,Female,20,EEE,6.8,88,81,85,3,2,2,5,1,44,5,9,5,1,5,No
862,Male,20,EEE,6.12,85,65,70,3,1,6,7,10,52,4,6,2,1,2,Yes
863,Male,23,CSE,8.69,92,98,64,1,3,2,5,6,40,2,9,5,4,0,Yes
864,Female,21,CIVIL,7.43,62,89,94,3,1,1,6,5,100,1,7,5,0,5,No
865,Female,23,MECH,6.24,99,86,73,1,0,1,10,10,95,6,4,8,5,3,Yes
866,Female,20,CIVIL,5.96,72,72,71,5,2,6,5,6,45,1,2,8,1,4,No
867,Female,21,MECH,7.41,72,61,86,4,3,8,7,1,78,2,10,2,4,0,Yes
868,Male,21,ECE,8.05,93,81,80,5,0,5,8,8,76,9,1,7,5,5,Yes
869,Female,25,CSE,6.45,66,56,95,2,0,4,7,1,86,8,5,6,5,2,No
870,Female,21,ECE,7.46,58,75,84,5,2,2,4,9,89,9,6,7,2,1,Yes
871,Female,20,ECE,7.05,89,69,75,6,2,1,2,7,60,10,8,3,3,1,Yes
872,Female,25,EEE,7.04,83,78,65,1,2,0,2,4,77,5,9,9,2,4,No
873,Male,23,MECH,8.56,67,60,60,5,3,4,3,6,74,6,7,3,3,0,Yes
874,Female,24,MECH,9.77,75,69,83,6,0,3,9,3,82,5,1,8,1,5,Yes
875,Male,21,IT,7.44,68,64,55,2,1,0,10,8,93,8,7,9,4,4,Yes
876,Male,23,IT,9.23,92,80,95,4,3,4,6,5,67,6,6,4,2,4,Yes
877,Female,20,CIVIL,6.09,99,70,89,4,1,1,9,8,74,6,2,10,1,5,No
878,Female,25,CIVIL,8.34,90,69,84,2,0,7,10,8,71,10,7,2,1,0,Yes
879,Female,24,CIVIL,5.75,77,85,64,0,2,1,5,10,56,1,10,8,3,5,No
880,Male,23,IT,8.41,74,89,74,2,1,8,7,3,89,9,10,6,0,4,Yes
881,Male,25,ECE,8.08,59,94,59,4,3,2,4,4,78,3,3,1,5,3,Yes
882,Male,22,CSE,5.91,80,91,79,6,3,6,8,3,94,6,3,2,2,2,Yes
883,Male,25,EEE,9.37,86,60,66,2,3,3,4,6,81,2,6,8,0,4,Yes
884,Female,20,MECH,5.77,90,58,78,0,1,0,9,1,40,6,7,5,0,4,No
885,Female,20,IT,6.33,94,86,66,4,1,5,2,3,78,6,10,3,3,5,No
886,Male,24,IT,9.08,83,56,94,0,0,4,5,2,62,3,10,9,1,0,Yes
887,Female,21,MECH,6.18,94,76,84,5,3,7,2,9,44,6,4,6,1,1,Yes
888,Female,21,EEE,5.68,58,85,92,0,0,5,9,10,76,9,9,7,4,5,No
889,Male,22,ECE,6.1,67,73,95,3,3,6,7,2,71,1,8,2,2,4,No
890,Female,24,EEE,6.85,73,98,58,4,0,3,2,5,97,10,10,9,1,5,No
891,Female,25,CSE,7.85,58,74,79,1,2,8,1,7,87,9,9,3,4,2,Yes
